section,subject,entry
M,MIRE,-FIGURATIVE PSA 40:2; 69:2
M,MIRIAM,"-Sister of Moses
-Watched over Moses when he was in the little basket EXO 2:4-8
-Song of, after the destruction of Pharaoh and his army EXO 15:20,21; MIC 6:4
-Jealous of Moses, stricken with leprosy, healed on account of the intercession of Moses NUM 12; DEU 24:9
-Died and is buried at Kadesh NUM 20:1"
M,MIRMA,-A Benjamite 1CH 8:10
M,MIRROR,"-Of brass (bronze) JOB 37:18
-Given by the Iraelitish women to be melted for the laver of the tabernacle EXO 38:8
-FIGURATIVE 1CO 13:12; 2CO 3:18; JAS 1:23,24"
M,MISCEGENATION,"-(The intermarrying of races or religions)
-Forbidden by Abraham GEN 24:3
-Jacob GEN 28:1
-Moses EXO 34:12-16; DEU 7:3,4
-Joshua JOS 23:12
-Reasons for prohibition EXO 34:16; DEU 7:4; JOS 23:12,13
-Results of JDG 3:6,7
-INSTANCES OF
     -Moses NUM 12:1
     -Esau GEN 26:34,35
     -Israel NUM 25:1,6-8; JDG 3:5-8"
M,MISER,"-General scriptures concerning ECC 4:7,8"
M,MISGAB,-An unknown place mentioned in JER 48:1
M,MISHAEL,"-1. A son of Uzziel, helps carry the bodies of Nadab and Abihu out of the camp EXO 6:22; LEV 10:4
-2. A Jew who stood by Ezra when he read the law to the people NEH 8:4
-3. Also called MESHACH
     -One of three Hebrew young men trained with Daniel at the court of Babylon DAN 1:6,7,11-20
     -Assists Daniel in interpreting Nebuchadnezzars dream DAN 2:17-23
     -Thrown into the fiery furnace DAN 3:13-30"
M,MISHAM,-A Benjamite 1CH 8:12
M,MISHEAL,"-Also called MISHAL
-A Levitical city JOS 19:26; 21:30"
M,MISHMA,"-1. Son of Ishmael GEN 25:14; 1CH 1:30
-2. Of the tribe of Simeon 1CH 4:25,26"
M,MISHMANNAH,-A Gadite who joined David at Ziklag 1CH 12:10
M,MISJUDGMENT,"-INSTANCES OF
     -Of the Reubenites and Gadites NUM 32:1-33; JOS 22:11-31
     -Of Hannah 1SA 1:14-17
     -See ACCUSATIONS, FALSE
     -See UNCHARITABLENESS"
M,MISPERETH,"-Also called MIZPAR
-A Jew who returned with Zerubbabel from Babylon EZR 2:2; NEH 7:7"
M,MISREPHOTH-MAIM,-A city of east Zidon JOS 11:8; 13:6
M,MISSIONS,"-General scriptures concerning 2KI 17:27,28; 1CH 16:23,24; PSA 18:49; 96:3,10; ISA 43:6,7; JON 3:1-9; MAT 24:14; 28:19; MRK 13:10; 16:15; LUK 24:47,48; ACT 10:9-20; 13:2-4,47; 26:14-18; 1CO 16:9; REV 14:6,7
-Missionary Hymn PSA 96
-The first one to do homage to the Messiah were not Jewish MAT 2:11
-See GENTILES, CALL OF
-See HEATHEN
-See JESUS, KING
-See JESUS, KINGDOM OF
-See JESUS, PROPHECIES CONCERNING"
M,MIST,-General scriptures concerning GEN 2:6; 2PE 2:17
M,MITE (A LEPTA),"-About one-fifth of a cent MRK 12:42
-Widow's LUK 21:2"
M,MITER,"-General scriptures concerning EXO 28:4,36-39; 39:28-31; EZK 21:26"
M,MITHCAH,"-An encampment of the Israelites NUM 33:28,29"
M,MITHREDATH,"-1. Treasurer of Cyrus EZR 1:8
-2. A Persian officer who joined in writing a letter which was deadly opposed to the Jews EZR 4:7"
M,MITYLENE,"-(The capitol of Lesbos)
-Paul visits ACT 20:14,15"
M,MIZAR,-A hill PSA 42:6
M,MIZPAH,"-1. A city allotted to the tribe of Benjamin JOS 18:26
     -The Israelites assemble at JDG 20:1-3
     -And decree the penalty to be visited upon the Benjamites for their maltreatment of the Levite's concubine JDG 20:10
     -Assembled by Samuel so that he could reprove them for their idolatry 1SA 7:5
     -They crown Saul king of Israel at 1SA 10:17-25
     -A judgment seat of Samuel 1SA 7:16
     -Walled up by Asa 1KI 15:22; 2CH 16:6
     -Temporarily the capitol of the country after the people of Israel had been carried away captive 2KI 25:23,25; JER 40:6-15; 41:1-14
     -Captivity returned to NEH 3:7,15,19
-2. A valley near Lebanon JOS 11:3,8
-3. A city in Moab
     -David puts his parents into the care of the king of 1SA 22:3,4
-4. A city in the lowlands of Judah JOS 15:38"
M,MIZPAR,-See MISPERETH
M,MIZRAIM,"-Son of Ham GEN 10:6,13; 1CH 1:8,11"
M,MIZZAH,"-Son of Reuel GEN 36:13,17; 1CH 1:37"
M,MNASON,-A native and Christian of Cyprus who hosted Paul ACT 21:16
M,MOAB,"-1. Son of Lot GEN 19:37
-2. Plains of
     -Israelites come in DEU 2:17,18
     -Military forces numbered in NUM 26:3,63
     -The law rehearsed in, by Moses NUM 35; 36; DEU 29; 30; 31; 32; 33
     -The Israelites renew their covenant in DEU 29:1
     -The land of promise allotted in JOS 13:32"
M,MOABITES,"-Descendants of Lot through his son Moab GEN 19:37
-Called the people of Chemosh NUM 21:29
-The territory east of the Jordan River, bounded on the north by the Arnon River NUM 21:13; JDG 11:18
-The people of Israel commanded not to distress the Moabites DEU 2:9
-Refuse passage of Jephthah's army through their territory JDG 11:17,18
-Balak was king of NUM 22:4
-Calls for Balaam to curse Israel NUM 22; 23; JOS 24:9; MIC 6:5
-Are a snare to the Israelites NUM 25:1-3; RUT 1:4; 1KI 11:1; 1CH 8:8; EZR 9:1,2; NEH 13:23
-Land of, not given to the Israelites as a possession DEU 2:9,29
-David takes refuge among, from Saul 1SA 22:3,4
-David conquers 2SA 8:2; 23:20; 1CH 11:22; 18:2-11
-Israelites had war with 2KI 3:5-27; 13:20; 24:2; 2CH 20
-Prophecies concerning judgments upon JER 48"
M,MOADIAH,-A priest NEH 12:17
M,MOB,"-At Thessalonica ACT 17:5
-At Jerusalem ACT 21:28,30
-At Ephesus ACT 19:29-40"
M,MOCKING,"-Ishmael mocks Sarah GEN 21:9
-Elijah mocks the priests of Baal 1KI 18:27
-Zedekiah mocks Micaiah 1KI 22:24
-Some boys mock Elisha 2KI 2:23
-The tormentors of JOB mock JOB 15:12; 30:1
-The persecutors of Jesus mock him MAT 26:67,68; 27:28-31,39-44; MRK 10:34; 14:65; 15:17-20,29-32; LUK 23:11; JHN 19:2,3,5; 1PE 2:23
-The Ammonites mock God EZK 25:3
-Tyre mocks Jerusalem EZK 26:2
-The hardened wicked people mock ISA 28:15,22; 2PE 3:3
-See SCOFFING
-FIGURATIVE PRO 1:26"
M,MODESTY,"-Of women 1TI 2:9
-INSTANCES OF
     -Saul 1SA 9:21
     -Vashti EST 1:11,12
     -Elihu JOB 32:4-7
     -See HUMILITY"
M,MOLE,-General scriptures concerning LEV 11:30; ISA 2:20
M,MOLECH,"-Also called MOLOCH and MILCOM
-An idol of the Ammonites ACT 7:43
-Worshiped by the wives of Solomon, and by Solomon 1KI 11:1-8
-Children sacrificed to 2KI 23:10; JER 32:35; 2KI 16:3; 21:6; 2CH 28:3; ISA 57:5; JER 7:31; EZK 16:20,21; 20:26,31; 23:37,39
-See LEV 18:21; 20:2-5"
M,MOLDING,"-General scriptures concerning JOB 28:2; EZK 24:11
-Of images EXO 32:4,8; 34:17; LEV 19:4; DEU 9:12
-Of pillars 1KI 7:15
-Of the laver 1KI 7:23
-Done in the plain of the Jordan River 1KI 7:46; 2CH 4:17
-Of mirrors JOB 37:18"
M,MONARCHY,"-Described by Samuel 1SA 8:11-18
-See GOVERNMENT
-See KING"
M,MONEY,"-Silver used as GEN 17:12,13,23,27; 20:16; 23:9,13; 31:15; 37:28; 42:25-35; 43:12-23; 44:1-8; 47:14-18; EXO 12:44; 21:11,21,34,35; 22:7,17,25; 30:16; LEV 22:11; 25:37,51; 27:15,18; NUM 3:48-51; 18:16; DEU 2:6,28; 14:25,26; 21:14; 23:19; JDG 5:19; 16:18; 17:4; 1KI 21:2,6,15; 2KI 5:26; 12:4,7-16; 15:20; 22:7,9; 23:35; 2CH 24:5,11,14; 34:9,14,17; EZR 3:7; 7:17; NEH 5:4,10,11; EST 4:7; JOB 31:39; PSA 15:5; PRO 7:20; ECC 7:12; 10:19; ISA 43:24; 52:3; 55:1,2; JER 32:9,10,25,44; LAM 5:4; MIC 3:11; MAT 25:18,27; 28:12,15; MRK 14:11; LUK 9:3; 19:15,23; 22:5; ACT 7:16; 8:20
-Gold used as GEN 13:2; 24:35; 44:8; with 44:1; 1CH 21:25; EZR 8:25-27; ISA 13:17; 46:6; 60:9; EZK 7:19; 28:4; MAT 2:11; 10:9; ACT 3:6; 20:33; 1PE 1:18
-Copper used as MRK 6:8; 12:41
-Weighed GEN 23:16; 43:21; JOB 28:15; JER 32:9,10; ZEC 11:12
-Image on MAT 22:20,21
-Conscience JDG 17:2; MAT 27:3,5
-Atonement EXO 30:12-16; LEV 5:15,16
-Sin 2KI 12:16
-Value of, varied corruptly AMO 8:5
-Love of, the root of evil 1TI 6:10
-See FARTHING
-See GERAH
-See MITE
-See PENNY
-See POUND
-See SHEKEL
-See SILVER
-See TALENT"
M,MONEY CHANGERS,-General scriptures concerning MAT 21:12; MRK 11:15; JHN 2:15
M,MONOPOLY,"-Of lands ISA 5:8; MIC 2:2
-By Pharaoh GEN 47:19-26
-Of food PRO 11:26"
M,MONTH,"-Ancient use of GEN 7:11; 8:4
-Twelve months reckoned to a year 1CH 27:1-15
-1. Abib (April)
     -The Jewish calendar began with EXO 12:2; 13:4; DEU 16:1
     -Passover instituted and celebrated in EXO 12:1-28; 23:15
     -Israelites left Egypt in EXO 13:4
     -Tabernacle set up in EXO 40:2,17
     -Israelites arrive at Zin in NUM 20:1
     -The Israelites cross the Jordan River in JOS 4:19
     -The Jordan River overflows in 1CH 12:15
     -Decree to put the Jews to death in EST 3:12
     -The death of Jesus in MAT 26; 27
     -After the captivity called Nisan NEH 2:1; EST 3:7
-2. Zif (May) 1KI 6:1,37
     -Israel numbered in NUM 1:1,18
     -Passover to be observed in, by the ceremonially unclean and others who could not observe it in the first month NUM 9:10,11
     -Israel departed from the wilderness of Zin in NUM 10:11
     -Temple begun in 1KI 6:1; 2CH 3:2
     -An celebrated in 2CH 30:1-27
     -Rebuilding of the temple begun in EZR 3:8
-3. Sivan: (June) EST 8:9
     -Asa renews the covenant of himself and people in 2CH 15:10
-4. Tammuz (July)
-(The number only appears in the Bible) .Jerusalem taken by Nebuchadnezzar in JER 39:2; 52:6,7
-5. Ab (August)
-(Number only mentioned)
     -Aaron died on the first day of NUM 33:38
     -Temple destroyed in 2KI 25:8-10; JER 1:3; 52:12-30
     -Ezra arrived at Jerusalem in EZR 7:8,9
-6. Elul (September)
     -The wall of Jerusalem finished in NEH 6:15
     -The temple built in HAG 1:14,15
-7. Ethanim (October) 1KI 8:2
     -Feasts held in LEV 23:24,27; NEH 8:13-15
     -Jubilee proclaimed in LEV 25:9
     -Solomon's temple dedicated in 1KI 8:2
     -Altar rebuilt and offerings renewed in EZR 3:1,6
-8. Bul (November)
     -The temple finished in 1KI 6:38
     -Jeroboam's idolatrous feast in 1KI 12:32,33; 1CH 27:11
-9. Chisleu (December) EZR 10:9; JER 36:9,22; ZEC 7:1
-10. Tebeth (January) EST 2:16
     -Nebuchadnezzar besieges Jerusalem in 2KI 25:1; JER 52:4
-11. Sebat (February) ZEC 1:7
     -Moses probably died in DEU 1:3
-12. Adar (March) EST 3:7
     -Second temple finished in EZR 6:15
     -Feast of Purim in EST 9:1-26
     -Months in prophecy REV 11:2"
M,MONUMENT,-See PILLAR
M,MOON,"-Created by God GEN 1:16; PSA 8:3; 136:7-9
-Its light JOB 31:26; ECC 12:2; So 6:10; JER 31:35; 1CO 15:41
-Its influences DEU 33:14; PSA 121:6
-Seasons of (months) PSA 104:19
-Joseph's dream concerning GEN 37:9
-Stands still JOS 10:12; 13; HAB 3:11
-Worship of, forbidden DEU 4:19; 17:3
-Worshiped 2KI 23:5; JOB 31:26,27; JER 7:18; 8:2; 44:17-19,25
-No light of, in heaven REV 21:23
-Darkening of JOB 25:5; ISA 13:10; 24:23; EZK 32:7; JOL 2:10,31; 3:15; MAT 24:29; MRK 13:24; LUK 21:25; ACT 2:20; REV 6:12; 8:12
-FEAST OF THE NEW MOON NUM 10:10; 28:11-15; 1CH 23:31; 2CH 31:3; EZR 3:5
     -Traffic at the time of, prohibited AMO 8:5
-FIGURATIVE
     -Shining of ISA 30:26; 60:19; REV 21:23
-SYMBOLICAL REV 12:1"
M,MORAL AGENCY,-See CONTINGENCIES
M,MORALITY,"-See DUTY OF MAN TO MAN
-See INTEGRITY
-See NEIGHBOR"
M,MORAL LAW,-See LAW
M,MORDECAI,"-A Jewish captive in Persia EST 2:5,6
-Foster father of Esther EST 2:7
-Informs Ahasuerus of a conspiracy against his life and is rewarded EST 2:21-23; 6:1-11
-Promoted in Haman's place EST 8:1,2,15; 10:1-3
-Intercedes with Ahasuerus for the Jews; establishes the festival of Purim in commemoration of their deliverance EST 8; 9"
M,MOREH,"-1. A plain near Shechem and Gilgal GEN 12:6; DEU 11:30
-2. A hill on the plain of Jezreel where the Midianites encamped JDG 7:1,12"
M,MORIAH,-The land of GEN 22:2; 2CH 3:1
M,MORTAR,"-1. An instrument for pulverizing grain NUM 11:8; PRO 27:22
     -See GRINDING
     -See MILL
-2. A cement EXO 1:14
     -Slime used as, in building tower of Babel GEN 11:3
     -Used to plaster house LEV 14:42,45
     -Untempered, not enduring EZK 22:28
     -To be trodden to make firm NAM 3:14
-FIGURATIVE ISA 41:25"
M,MORTGAGE,"-On land NEH 5:3
-See LAND"
M,MORTIFICATION,"-INSTANCES OF
     -David's ambassadors, sent to Hanun 2SA 10:1-5
     -Judas Iscariot MAT 27:3-5
     -See HUMILITY"
M,MOSAIC LAW,-See LAW
M,MOSERA,"-An encampment of the Israelites, where Aaron died DEU 10:6
-Probably identical with [2829]MOSEROTH below"
M,MOSEROTH,"-An encampment of the Israelites NUM 33:30,31"
M,MOSES,"-A Levite and son of Amram EXO 2:1-4; 6:20; ACT 7:20; HEB 11:23
-Hidden in a small basket EXO 2:3
-Discovered and adopted by the daughter of Pharaoh EXO 2:5-10
-Learned in all the wisdom of Egypt ACT 7:22
-His loyalty to his race HEB 11:24-26
-Takes the life of an Egyptian taskmaster; flees from Egypt; finds refuge among the Midianites EXO 2:11-22; ACT 7:24-29
-Joins himself to Jethro, priest of Midian; marries his daughter Zipporah; has one son, Gershom EXO 2:15-22
-Is a herdsman for Jethro in the desert of Horeb EXO 3:1
-Has the vision of the burning bush EXO 3:2-6
-God reveals to him his purpose to deliver the Israelites and bring them into the land of Canaan EXO 3:7-10
-Commissioned as leader of the Israelites EXO 3:10-22; 6:13
-His rod miraculously turned into a serpent, and his hand was made leprous, and then restored EXO 4:1-9,28
-With his wife and sons, he leaves Jethro to perform his mission in Egypt EXO 4:18-20
-His controversy with his wife on account of circumcision EXO 4:20-26
-Meets Aaron in the wilderness EXO 4:27,28
-With Aaron assembles the leaders of Israel EXO 4:29-31
-Along with Aaron, Moses goes before Pharaoh and demands the liberties of his people in the name of Jehovah EXO 5:1
-Rejected by Pharaoh; hardships of the Israelites increased EXO 5
-People complain against Moses and Aaron EXO 5:20,21; 15:24; 16:2,3; 17:2,3; NUM 14:2-4; 16:41; 20:2-5; 21:4-6; DEU 1:12,26-28
-See ISRAEL
-Receives comfort and assurance from the Lord EXO 6:1-8
-Unbelief of the people EXO 6:9
-Renews his appeal to Pharaoh EXO 6:11
-Under divine direction brings plagues upon the land of Egypt EXO 7; 8; 9; 10; 11; 12
-Secures the deliverance of the people and leads them out of Egypt EXO 13
-Crosses the Red Sea; Pharaoh and his army are destroyed EXO 14
-Composes a song for the people of Israel on their deliverance from Pharaoh EXO 15
-Joined by his family in the wilderness EXO 18:1-12
-Institutes a system of government EXO 18:13-26; NUM 11:16-30; DEU 1:9-18
-Receives the law and ordains various statutes
-See LAW OF MOSES
-Face of, transfigured EXO 34:29-35; 2CO 3:13
-Sets up the tabernacle -See TABERNACLE
-Reproves Aaron for
     -Making the golden calf EXO 32:22,23
     -Irregularity in the offerings LEV 10:16-20
-Jealousy of Aaron and Miriam toward NUM 12
-Rebellion of Korah, Dathan, and Abiram against NUM 16
-Appoints Joshua as his successor NUM 27:22,23; DEU 31:7,8,14,23; 34:9
-Not permitted to enter Canaan, but views the land from atop Mount Pisgah NUM 27:12-14; DEU 1:37; 3:23-29; 32:48-52; 34:1-8
-Death and burial of NUM 31:2; DEU 32:50; 34:1-6
-Body of, disputed over Jude 1:9
-120 Years old at death DEU 31:2
-Mourning for, thirty days in the plains of Moab DEU 34:8
-His virility DEU 31:2; 34:7
-Present with Jesus on the Mount of Transfiguration MAT 17:3,4; MRK 9:4; LUK 9:30
-A type of the Messiah DEU 18:15-18; ACT 3:22; 7:37
-BENEDICTIONS OF
     -Upon the people LEV 9:23; NUM 10:35,36; DEU 1:11
     -Last benediction upon the twelve tribes DEU 33
-CHARACTER OF
     -Complainings of EXO 5:22,23; NUM 11:10-15
     -Impatience of EXO 5:22,23; 6:12; 32:19; NUM 11:10-15; 16:15; 20:10; 31:14
     -Respected and feared EXO 33:8
     -Faith of NUM 10:29; DEU 9:1-3; HEB 11:23-28
     -Called the man of God DEU 33:1
     -God spoke to, as a man to his friend EXO 33:11
     -Magnified of God EXO 19:9; NUM 14:12-20; DEU 9:13-29; with EXO 32:30
     -Magnanimity of, toward Eldad and Medad NUM 11:29
     -Meekness of EXO 14:13,14; 15:24,25; 16:2,3,7,8; NUM 12:3; 16:4-11
     -Obedience of EXO 7:6; 40:16,19,21
     -Unaspiring NUM 14:12-20; DEU 9:13-29; with EXO 32:30
-INTERCESSORY PRAYERS OF
     -See INTERCESSION, INSTANCES OF
     -See SOLICITED, INSTANCES OF
     -See ANSWERED, INSTANCES OF
-MIRACLES OF
     -See MIRACLES
-PROPHECIES OF EXO 3:10; 4:5,11,12; 6:13; 7:2; 17:16; 19:3-9; 33:11; NUM 11:17; 12:7,8; 36:13; DEU 1:3; 5:31; 18:15,18; 34:10,12; HOS 12:13; MRK 7:9,10; ACT 7:37,38"
M,MOTE (A SPECK),"-A small particle MAT 7:3-5; LUK 6:41,42"
M,MOTH,"-An insect JOB 4:19; 27:18; PSA 39:11
-Destructive of garments JOB 13:28; ISA 50:9; 51:8; HOS 5:12
-FIGURATIVE MAT 6:19,20; JAS 5:2"
M,MOTHER,"-General scriptures concerning EXO 20:12; 21:15,17; LEV 18:7; 19:3; 20:9; DEU 5:16; 1KI 19:20; PRO 1:8; 6:20; 10:1; 15:20; 19:26; 20:20; 23:22-25; 28:24; 29:15; 30:11,17; MAT 10:37; 15:4-6; 19:19; MRK 7:10-12; 10:19; LUK 18:20; EPH 6:2; 2TI 1:5
-See CHILDREN, DUTY OF
-See PARENTS"
M,MOTHER-IN-LAW,"-General scriptures concerning MAT 10:35
-Not to be defiled LEV 18:17; 20:14; DEU 27:23
-Beloved by Ruth RUT 1:14-17
-Peter's, healed by Jesus MRK 1:30,31"
M,MOTIVE,"-Ascribed to God PSA 106:8; EZK 36:21,22,32
-Right, required MAT 6:1-18
-Sinful, illustrated by Cain GEN 4:7; 1JN 3:12
-MISUNDERSTOOD .The tribes of Reuben and Gad, in asking for their inheritance east of the Jordan River NUM 32:1-33
     -When they built the memorial JOS 22:9-34
     -David's, by King Hanun 2SA 10:2,3; 1CH 19:3,4
     -The king of Syria's, in sending presents to the king of Israel by Naaman 2KI 5:5-7
     -Job's, in his righteousness JOB 1:9-11; 2:4,5"
M,MOTTO,-See LEGEND
M,MOUNTAIN,"-Melted PSA 97:5; DEU 4:11; 5:23; JDG 5:5; ISA 64:1-3; MIC 1:4; NAM 1:5
-Overturning and removing of JOB 9:5; 14:18; 28:9; EZK 38:20
-Abraham offers Isaac upon Mount Moriah, afterward called Mount Zion, the site of the temple (later in the time of Solomon) GEN 22:2
-See ZION
-Mount Horeb appointed as a place for the Israelites to worship EXO 3:12
-Used for idolatrous worship DEU 12:2; 1SA 10:5; 1KI 14:23; JER 3:6; HOS 4:13
-Jesus tempted upon MAT 4:8
-Jesus preaches from MAT 5:1
-Jesus goes up into, for prayer MAT 14:23; LUK 6:12; 9:28
-Is transfigured upon MAT 17:1-9; MRK 9:2-10
-Signals from ISA 13:2; 18:3; 30:17
-Removed by faith MAT 17:20; 21:21; MRK 11:23
-Burning mountains
     -See VOLCANO"
M,MOURNING,"-For the dead
     -Head uncovered LEV 10:6; 21:10
     -Lying on the ground 2SA 12:16
     -Personal appearance neglected 2SA 14:2
     -Cutting the flesh LEV 19:28; 21:1-5; DEU 14:1; JER 16:6,7; 41:5
     -Lamentations GEN 50:10; EXO 12:30; 1SA 30:4; JER 22:18; MAT 2:17,18
     -Fasting 1SA 31:13; 2SA 1:12; 3:35
-Priests prohibited, except for the nearest of kin LEV 21:1-11
-For Nadab and Abihu forbidden LEV 10:6
-Sexes separated in ZEC 12:12,14
-Hired mourners 2CH 35:25; ECC 12:5; JER 9:17; MAT 9:23
-Abraham mourned for Sarah GEN 23:2
-The Egyptians mourned for Jacob for seventy days GEN 50:1-3
-The Israelites mourned for Aaron for thirty days NUM 20:29
-David's lamentations over
     -The death of Saul and his sons 2SA 1:17-27
     -The death of Abner 2SA 3:33,34
     -The death of Absalom 2SA 18:33
-Jeremiah and the singing men and singing women lament for Josiah 2CH 35:25
-For calamities and other sorrows
     -Ripping the garments GEN 37:29,34; 44:13; NUM 14:6; JDG 11:35; 2SA 1:2,11; 3:31; 13:19,31; 15:32; 2KI 2:12; 5:8; 6:30; 11:14; 19:1; 22:11,19; EZR 9:3,5; JOB 1:20; 2:12; ISA 37:1; JER 41:5; MAT 26:65; ACT 14:14
-Wearing mourning clothes GEN 38:14; 2SA 14:2
-See SACKCLOTH
-Cutting or plucking off the hair and beard EZR 9:3; JER 7:29
-See BALDNESS
-Covering
     -The head and the face 2SA 15:30; 19:4; EST 6:12; JER 14:3,4
     -The upper lip LEV 13:45; EZK 24:17,22; MIC 3:7
-Laying aside ornaments EXO 33:4,6
-Walking barefoot 2SA 15:30; ISA 20:2
-Laying the hand on the head 2SA 13:19; JER 2:37
-Ashes put on the head EZK 27:30
-Dust on the head JOS 7:6
-Dressing in black JER 14:2
-Sitting on the ground ISA 3:26
-Caused ceremonial defilement NUM 19:11-16; 31:19; LEV 21:1
-Prevented offerings from being accepted DEU 26:14; HOS 9:4
-See ELEGY"
M,MOUSE,"-Forbidden as food LEV 11:29
-Used as food ISA 66:17
-Images of 1SA 6:4,5,11,18"
M,MOWING,-General scriptures concerning PSA 72:6; 90:6; 129:7; AMO 7:1
M,MOZA,"-1. A son of Caleb 1CH 2:46
-2. A Benjamite 1CH 8:36,37; 9:42,43"
M,MOZAH,-A city of the tribe of Benjamin JOS 18:26
M,MUFFLER,-General scriptures concerning ISA 3:19
M,MULBERRY TREE,"-General scriptures concerning 2SA 5:23,24; PSA 84:6"
M,MULE,"-Uses of
     -For royal riders 2SA 13:29; 18:9; 1KI 1:33
     -Ridden by phetic vision of the kingdom of Christ ISA 66:20
     -As pack animals 2KI 5:17; 1CH 12:40
-Tribute paid in 1KI 10:25
-Used in barter EZK 27:14
-By the captivity in returing from Babylon EZR 2:66; NEH 7:68
-In war ZEC 14:15"
M,MUNITIONS,-Fortifications NAM 2:1
M,MUPPIM,-Son of Benjamin GEN 46:21
M,MURDER,-See HOMICIDE
M,MURMURING,"-(Complaining, grumbling) -Of Israelites against Moses EXO 5:21; 15:24; 16:2,3; NUM 16:2,3,13,14,41; 20:2-4
-AGAINST GOD EXO 5:22,23; 16:8,12; NUM 14:26-37; 17:10,11; JOB 15:11-13; 33:12,13; 34:37; PSA 37:1; 44:9-26; 73:13-22; 78:17-21; PRO 19:3; ECC 7:10; JER 15:10; LAM 3:39; MAL 3:14; LUK 10:40; ROM 9:19,20; 1CO 10:10; PHP 2:14; JAS 5:9; Jude 1:16
-INSTANCES OF
     -Cain GEN 4:13,14
     -Rachel GEN 30:1
     -Moses EXO 5:22,23; NUM 11:11-15
     -Israelites EXO 5:21; 14:11,12; 15:23,24; 16:2,3; 17:2,3; NUM 11:1-10,33; 14; 16:41; 20:2-5; 21:5,6; DEU 1:27,28
     -Korah NUM 16:8-11
     -JOB JOB 3; 6; 7; 9; 10; 13; 19; 23; 30
     -David 2SA 6:8; PSA 116:10,11
     -Asaph PSA 73:3
     -Elijah 1KI 19:4,10
     -Solomon ECC 2:17,18
     -Hezekiah ISA 38:10-18
     -Jeremiah JER 20:14-18; LAM 3
     -Jonah JON 4
     -Jews, against Jesus JHN 6:41-43,52
     -See DOUBT
     -See ENVY
     -See INGRATITUDE
     -See also [2849]CONTENTMENT
     -See RESIGNATION"
M,MURRAIN (A DISEASE OF LIVESTOCK),"-A plague of Egypt EXO 9:3,6; PSA 78:50"
M,MUSHI,"-Of the sons of Merari EXO 6:19; 1CH 6:19,47"
