person_relationship_id,person_relationship_sequence,person_id_1,relationship_type,person_id_2,relationship_category,reference_id,relationship_notes
Jesimiel_1:Simeon_1:2548,2548,Jesimiel_1,descendant,Simeon_1,explicit,1CH 4:36,noted in 1CH 4:24
Simeon_1:Benaiah_3:2549,2549,Simeon_1,ancestor,Benaiah_3,inferred,1CH 4:36,noted in 1CH 4:24
Benaiah_3:Simeon_1:2550,2550,Benaiah_3,descendant,Simeon_1,explicit,1CH 4:36,noted in 1CH 4:24
Shiphi_1:Ziza_1:2551,2551,Shiphi_1,father,Ziza_1,inferred,1CH 4:37,
Ziza_1:Shiphi_1:2552,2552,Ziza_1,son,Shiphi_1,explicit,1CH 4:37,
Allon_1:Shiphi_1:2553,2553,Allon_1,father,Shiphi_1,inferred,1CH 4:37,
Shiphi_1:Allon_1:2554,2554,Shiphi_1,son,Allon_1,explicit,1CH 4:37,
Jedaiah_1:Allon_1:2555,2555,Jedaiah_1,father,Allon_1,inferred,1CH 4:37,
Allon_1:Jedaiah_1:2556,2556,Allon_1,son,Jedaiah_1,explicit,1CH 4:37,
Shimri_1:Jedaiah_1:2557,2557,Shimri_1,father,Jedaiah_1,inferred,1CH 4:37,
Jedaiah_1:Shimri_1:2558,2558,Jedaiah_1,son,Shimri_1,explicit,1CH 4:37,
Shemaiah_3:Shimri_1:2559,2559,Shemaiah_3,father,Shimri_1,inferred,1CH 4:37,
Shimri_1:Shemaiah_3:2560,2560,Shimri_1,son,Shemaiah_3,explicit,1CH 4:37,
Ishi_2:Pelatiah_2:2561,2561,Ishi_2,father,Pelatiah_2,inferred,1CH 4:42,
Pelatiah_2:Ishi_2:2562,2562,Pelatiah_2,son,Ishi_2,explicit,1CH 4:42,
Ishi_2:Neariah_2:2563,2563,Ishi_2,father,Neariah_2,inferred,1CH 4:42,
Neariah_2:Ishi_2:2564,2564,Neariah_2,son,Ishi_2,explicit,1CH 4:42,
Ishi_2:Rephaiah_2:2565,2565,Ishi_2,father,Rephaiah_2,inferred,1CH 4:42,
Rephaiah_2:Ishi_2:2566,2566,Rephaiah_2,son,Ishi_2,explicit,1CH 4:42,
Ishi_2:Uzziel_2:2567,2567,Ishi_2,father,Uzziel_2,inferred,1CH 4:42,
Uzziel_2:Ishi_2:2568,2568,Uzziel_2,son,Ishi_2,explicit,1CH 4:42,
Joel_3:Shemaiah_4:2569,2569,Joel_3,father,Shemaiah_4,inferred,1CH 5:4,
Shemaiah_4:Joel_3:2570,2570,Shemaiah_4,son,Joel_3,explicit,1CH 5:4,
Shemaiah_4:Gog_1:2571,2571,Shemaiah_4,father,Gog_1,inferred,1CH 5:4,
Gog_1:Shemaiah_4:2572,2572,Gog_1,son,Shemaiah_4,explicit,1CH 5:4,
Gog_1:Shimei_6:2573,2573,Gog_1,father,Shimei_6,inferred,1CH 5:4,
Shimei_6:Gog_1:2574,2574,Shimei_6,son,Gog_1,explicit,1CH 5:4,
Shimei_6:Micah_2:2575,2575,Shimei_6,father,Micah_2,inferred,1CH 5:5,
Micah_2:Shimei_6:2576,2576,Micah_2,son,Shimei_6,explicit,1CH 5:5,
Micah_2:Reaiah_2:2577,2577,Micah_2,father,Reaiah_2,inferred,1CH 5:5,
Reaiah_2:Micah_2:2578,2578,Reaiah_2,son,Micah_2,explicit,1CH 5:5,
Reaiah_2:Baal_1:2579,2579,Reaiah_2,father,Baal_1,inferred,1CH 5:5,
Baal_1:Reaiah_2:2580,2580,Baal_1,son,Reaiah_2,explicit,1CH 5:5,
Baal_1:Beerah_1:2581,2581,Baal_1,father,Beerah_1,inferred,1CH 5:6,
Beerah_1:Baal_1:2582,2582,Beerah_1,son,Baal_1,explicit,1CH 5:6,
Zechariah_3:Jeiel_1:2583,2583,Zechariah_3,father,Jeiel_1,inferred,1CH 5:7,
Jeiel_1:Zechariah_3:2584,2584,Jeiel_1,son,Zechariah_3,inferred,1CH 5:7,
Bela_3:Zechariah_3:2585,2585,Bela_3,father,Zechariah_3,inferred,1CH 5:7,
Zechariah_3:Bela_3:2586,2586,Zechariah_3,son,Bela_3,inferred,1CH 5:7,
Azaz_1:Bela_3:2587,2587,Azaz_1,father,Bela_3,inferred,1CH 5:8,
Bela_3:Azaz_1:2588,2588,Bela_3,son,Azaz_1,explicit,1CH 5:8,
Shema_2:Azaz_1:2589,2589,Shema_2,father,Azaz_1,inferred,1CH 5:8,
Azaz_1:Shema_2:2590,2590,Azaz_1,son,Shema_2,explicit,1CH 5:8,
Joel_3:Shema_2:2591,2591,Joel_3,father,Shema_2,inferred,1CH 5:8,
Shema_2:Joel_3:2592,2592,Shema_2,son,Joel_3,explicit,1CH 5:8,
Gad_1:Joel_4:2593,2593,Gad_1,ancestor,Joel_4,explicit,1CH 5:12,
Joel_4:Gad_1:2594,2594,Joel_4,descendant,Gad_1,explicit,1CH 5:12,
Gad_1:Shapham_1:2595,2595,Gad_1,ancestor,Shapham_1,explicit,1CH 5:12,
Shapham_1:Gad_1:2596,2596,Shapham_1,descendant,Gad_1,explicit,1CH 5:12,
Gad_1:Janai_1:2597,2597,Gad_1,ancestor,Janai_1,explicit,1CH 5:12,
Janai_1:Gad_1:2598,2598,Janai_1,descendant,Gad_1,explicit,1CH 5:12,
Gad_1:Shaphat_4:2599,2599,Gad_1,ancestor,Shaphat_4,explicit,1CH 5:12,
Shaphat_4:Gad_1:2600,2600,Shaphat_4,descendant,Gad_1,explicit,1CH 5:12,
Jeshishai_1:Michael_2:2601,2601,Jeshishai_1,father,Michael_2,inferred,1CH 5:14,
Michael_2:Jeshishai_1:2602,2602,Michael_2,son,Jeshishai_1,inferred,1CH 5:14,
Gad_1:Meshullam_3:2603,2603,Gad_1,ancestor,Meshullam_3,inferred,1CH 5:13,
Meshullam_3:Gad_1:2604,2604,Meshullam_3,descendant,Gad_1,inferred,1CH 5:13,
Gad_1:Sheba_5:2605,2605,Gad_1,ancestor,Sheba_5,inferred,1CH 5:13,
Sheba_5:Gad_1:2606,2606,Sheba_5,descendant,Gad_1,inferred,1CH 5:13,
Gad_1:Jorai_1:2607,2607,Gad_1,ancestor,Jorai_1,inferred,1CH 5:13,
Jorai_1:Gad_1:2608,2608,Jorai_1,descendant,Gad_1,inferred,1CH 5:13,
Gad_1:Jacan_1:2609,2609,Gad_1,ancestor,Jacan_1,inferred,1CH 5:13,
Jacan_1:Gad_1:2610,2610,Jacan_1,descendant,Gad_1,inferred,1CH 5:13,
Gad_1:Zia_1:2611,2611,Gad_1,ancestor,Zia_1,inferred,1CH 5:13,
Zia_1:Gad_1:2612,2612,Zia_1,descendant,Gad_1,inferred,1CH 5:13,
Gad_1:Eber_2:2613,2613,Gad_1,ancestor,Eber_2,inferred,1CH 5:13,
Eber_2:Gad_1:2614,2614,Eber_2,descendant,Gad_1,inferred,1CH 5:13,
Huri_1:Abihail_3:2615,2615,Huri_1,father,Abihail_3,inferred,1CH 5:14,
Abihail_3:Huri_1:2616,2616,Abihail_3,son,Huri_1,explicit,1CH 5:14,
Jaroah_1:Huri_1:2617,2617,Jaroah_1,father,Huri_1,inferred,1CH 5:14,
Huri_1:Jaroah_1:2618,2618,Huri_1,son,Jaroah_1,explicit,1CH 5:14,
Gilead_3:Jaroah_1:2619,2619,Gilead_3,father,Jaroah_1,inferred,1CH 5:14,
Jaroah_1:Gilead_3:2620,2620,Jaroah_1,son,Gilead_3,explicit,1CH 5:14,
Michael_2:Gilead_3:2621,2621,Michael_2,father,Gilead_3,inferred,1CH 5:14,
Gilead_3:Michael_2:2622,2622,Gilead_3,son,Michael_2,explicit,1CH 5:14,
Jahdo_1:Jeshishai_1:2623,2623,Jahdo_1,father,Jeshishai_1,inferred,1CH 5:14,
Jeshishai_1:Jahdo_1:2624,2624,Jeshishai_1,son,Jahdo_1,explicit,1CH 5:14,
Buz_2:Jahdo_1:2625,2625,Buz_2,father,Jahdo_1,inferred,1CH 5:14,
Jahdo_1:Buz_2:2626,2626,Jahdo_1,son,Buz_2,explicit,1CH 5:14,
Gad_1:Buz_2:2627,2627,Gad_1,ancestor,Buz_2,inferred,1CH 5:14,
Buz_2:Gad_1:2628,2628,Buz_2,descendant,Gad_1,inferred,1CH 5:14,
Abdiel_1:Ahi_1:2629,2629,Abdiel_1,father,Ahi_1,inferred,1CH 5:15,
Ahi_1:Abdiel_1:2630,2630,Ahi_1,son,Abdiel_1,explicit,1CH 5:15,
Guni_2:Abdiel_1:2631,2631,Guni_2,father,Abdiel_1,inferred,1CH 5:15,
Abdiel_1:Guni_2:2632,2632,Abdiel_1,son,Guni_2,explicit,1CH 5:15,
Gad_1:Guni_2:2633,2633,Gad_1,ancestor,Guni_2,inferred,1CH 5:15,
Guni_2:Gad_1:2634,2634,Guni_2,descendant,Gad_1,inferred,1CH 5:15,
Manasseh_1:Epher_3:2635,2635,Manasseh_1,ancestor,Epher_3,inferred,1CH 5:24,
Epher_3:Manasseh_1:2636,2636,Epher_3,descendant,Manasseh_1,inferred,1CH 5:24,
Manasseh_1:Ishi_3:2637,2637,Manasseh_1,ancestor,Ishi_3,inferred,1CH 5:24,
Ishi_3:Manasseh_1:2638,2638,Ishi_3,descendant,Manasseh_1,inferred,1CH 5:24,
Manasseh_1:Eliel_1:2639,2639,Manasseh_1,ancestor,Eliel_1,inferred,1CH 5:24,
Eliel_1:Manasseh_1:2640,2640,Eliel_1,descendant,Manasseh_1,inferred,1CH 5:24,
Manasseh_1:Azriel_1:2641,2641,Manasseh_1,ancestor,Azriel_1,inferred,1CH 5:24,
Azriel_1:Manasseh_1:2642,2642,Azriel_1,descendant,Manasseh_1,inferred,1CH 5:24,
Manasseh_1:Jeremiah_2:2643,2643,Manasseh_1,ancestor,Jeremiah_2,inferred,1CH 5:24,
Jeremiah_2:Manasseh_1:2644,2644,Jeremiah_2,descendant,Manasseh_1,inferred,1CH 5:24,
Manasseh_1:Hodaviah_2:2645,2645,Manasseh_1,ancestor,Hodaviah_2,inferred,1CH 5:24,
Hodaviah_2:Manasseh_1:2646,2646,Hodaviah_2,descendant,Manasseh_1,inferred,1CH 5:24,
Manasseh_1:Jahdiel_1:2647,2647,Manasseh_1,ancestor,Jahdiel_1,inferred,1CH 5:24,
Jahdiel_1:Manasseh_1:2648,2648,Jahdiel_1,descendant,Manasseh_1,inferred,1CH 5:24,
Phinehas_1:Abishua_1:2649,2649,Phinehas_1,father,Abishua_1,explicit,1CH 6:4,
Abishua_1:Phinehas_1:2650,2650,Abishua_1,son,Phinehas_1,inferred,1CH 6:4,
Abishua_1:Bukki_2:2651,2651,Abishua_1,father,Bukki_2,explicit,1CH 6:5,
Bukki_2:Abishua_1:2652,2652,Bukki_2,son,Abishua_1,inferred,1CH 6:5,
Bukki_2:Uzzi_1:2653,2653,Bukki_2,father,Uzzi_1,explicit,1CH 6:5,
Uzzi_1:Bukki_2:2654,2654,Uzzi_1,son,Bukki_2,inferred,1CH 6:5,
Uzzi_1:Zerahiah_1:2655,2655,Uzzi_1,father,Zerahiah_1,explicit,1CH 6:6,
Zerahiah_1:Uzzi_1:2656,2656,Zerahiah_1,son,Uzzi_1,inferred,1CH 6:6,
Zerahiah_1:Meraioth_1:2657,2657,Zerahiah_1,father,Meraioth_1,explicit,1CH 6:6,
Meraioth_1:Zerahiah_1:2658,2658,Meraioth_1,son,Zerahiah_1,inferred,1CH 6:6,
Meraioth_1:Amariah_1:2659,2659,Meraioth_1,father,Amariah_1,explicit,1CH 6:7,
Amariah_1:Meraioth_1:2660,2660,Amariah_1,son,Meraioth_1,inferred,1CH 6:7,
Ahimaaz_2:Azariah_6:2661,2661,Ahimaaz_2,father,Azariah_6,explicit,1CH 6:9,
Azariah_6:Ahimaaz_2:2662,2662,Azariah_6,son,Ahimaaz_2,inferred,1CH 6:9,
Azariah_6:Johanan_3:2663,2663,Azariah_6,father,Johanan_3,explicit,1CH 6:9,
Johanan_3:Azariah_6:2664,2664,Johanan_3,son,Azariah_6,inferred,1CH 6:9,
Azariah_1:Amariah_2:2665,2665,Azariah_1,father,Amariah_2,explicit,1CH 6:11,
Amariah_2:Azariah_1:2666,2666,Amariah_2,son,Azariah_1,inferred,1CH 6:11,
Amariah_2:Ahitub_2:2667,2667,Amariah_2,father,Ahitub_2,explicit,1CH 6:11,
Ahitub_2:Amariah_2:2668,2668,Ahitub_2,son,Amariah_2,inferred,1CH 6:11,
Zadok_1:Shallum_6:2669,2669,Zadok_1,father,Shallum_6,explicit,1CH 6:12,
Shallum_6:Zadok_1:2670,2670,Shallum_6,son,Zadok_1,inferred,1CH 6:12,
Shallum_6:Hilkiah_3:2671,2671,Shallum_6,father,Hilkiah_3,explicit,1CH 6:13,
Hilkiah_3:Shallum_6:2672,2672,Hilkiah_3,son,Shallum_6,inferred,1CH 6:13,
Hilkiah_3:Azariah_7:2673,2673,Hilkiah_3,father,Azariah_7,explicit,1CH 6:13,
Azariah_7:Hilkiah_3:2674,2674,Azariah_7,son,Hilkiah_3,inferred,1CH 6:13,
Azariah_7:Seraiah_2:2675,2675,Azariah_7,father,Seraiah_2,explicit,1CH 6:14,
Seraiah_2:Azariah_7:2676,2676,Seraiah_2,son,Azariah_7,inferred,1CH 6:14,
Seraiah_2:Jehozadak_1:2677,2677,Seraiah_2,father,Jehozadak_1,explicit,1CH 6:14,
Jehozadak_1:Seraiah_2:2678,2678,Jehozadak_1,son,Seraiah_2,inferred,1CH 6:14,
Libni_1:Seraiah_2:2679,2679,Libni_1,father,Seraiah_2,inferred,1CH 6:20,
Jahath_2:Libni_1:2680,2680,Jahath_2,son,Libni_1,explicit,1CH 6:20,
Jahath_2:Zimmah_1:2681,2681,Jahath_2,father,Zimmah_1,inferred,1CH 6:20,
Zimmah_1:Jahath_2:2682,2682,Zimmah_1,son,Jahath_2,explicit,1CH 6:20,
Zimmah_1:Joah_2:2683,2683,Zimmah_1,father,Joah_2,inferred,1CH 6:21,
Joah_2:Zimmah_1:2684,2684,Joah_2,son,Zimmah_1,explicit,1CH 6:21,
Joah_2:Iddo_2:2685,2685,Joah_2,father,Iddo_2,inferred,1CH 6:21,
Iddo_2:Joah_2:2686,2686,Iddo_2,son,Joah_2,explicit,1CH 6:21,
Iddo_2:Zerah_4:2687,2687,Iddo_2,father,Zerah_4,inferred,1CH 6:21,
Zerah_4:Iddo_2:2688,2688,Zerah_4,son,Iddo_2,explicit,1CH 6:21,
Zerah_4:Jeatherai_1:2689,2689,Zerah_4,father,Jeatherai_1,inferred,1CH 6:21,
Jeatherai_1:Zerah_4:2690,2690,Jeatherai_1,son,Zerah_4,explicit,1CH 6:21,
Assir_1:Elkanah_3:2691,2691,Assir_1,father,Elkanah_3,inferred,1CH 6:23,
Elkanah_3:Assir_1:2692,2692,Elkanah_3,son,Assir_1,explicit,1CH 6:23,
Elkanah_3:Ebiasaph_1:2693,2693,Elkanah_3,father,Ebiasaph_1,inferred,1CH 6:23,
Ebiasaph_1:Elkanah_3:2694,2694,Ebiasaph_1,son,Elkanah_3,explicit,1CH 6:23,
Ebiasaph_1:Assir_2:2695,2695,Ebiasaph_1,father,Assir_2,inferred,1CH 6:23,
Assir_2:Ebiasaph_1:2696,2696,Assir_2,son,Ebiasaph_1,explicit,1CH 6:23,
Assir_2:Tahath_1:2697,2697,Assir_2,father,Tahath_1,inferred,1CH 6:24,
Tahath_1:Assir_2:2698,2698,Tahath_1,son,Assir_2,explicit,1CH 6:24,
Tahath_1:Uriel_1:2699,2699,Tahath_1,father,Uriel_1,inferred,1CH 6:24,
Uriel_1:Tahath_1:2700,2700,Uriel_1,son,Tahath_1,explicit,1CH 6:24,
Uriel_1:Uzziah_1:2701,2701,Uriel_1,father,Uzziah_1,inferred,1CH 6:24,
Uzziah_1:Uriel_1:2702,2702,Uzziah_1,son,Uriel_1,explicit,1CH 6:24,
Uzziah_1:Shaul_3:2703,2703,Uzziah_1,father,Shaul_3,inferred,1CH 6:24,
Shaul_3:Uzziah_1:2704,2704,Shaul_3,son,Uzziah_1,explicit,1CH 6:24,
Elkanah_1:Amasai_1:2705,2705,Elkanah_1,father,Amasai_1,inferred,1CH 6:25,
Amasai_1:Elkanah_1:2706,2706,Amasai_1,son,Elkanah_1,explicit,1CH 6:25,
Elkanah_1:Ahimoth_1:2707,2707,Elkanah_1,father,Ahimoth_1,inferred,1CH 6:25,
Ahimoth_1:Elkanah_1:2708,2708,Ahimoth_1,son,Elkanah_1,explicit,1CH 6:25,
Elkanah_1:Zophai_1:2709,2709,Elkanah_1,father,Zophai_1,inferred,1CH 6:26,
Zophai_1:Elkanah_1:2710,2710,Zophai_1,son,Elkanah_1,explicit,1CH 6:26,
Zophai_1:Nahath_2:2711,2711,Zophai_1,father,Nahath_2,inferred,1CH 6:26,
Nahath_2:Zophai_1:2712,2712,Nahath_2,son,Zophai_1,explicit,1CH 6:26,
Nahath_2:Eliab_4:2713,2713,Nahath_2,father,Eliab_4,inferred,1CH 6:27,
Eliab_4:Nahath_2:2714,2714,Eliab_4,son,Nahath_2,explicit,1CH 6:27,
Eliab_4:Jeroham_2:2715,2715,Eliab_4,father,Jeroham_2,inferred,1CH 6:27,
Jeroham_2:Eliab_4:2716,2716,Jeroham_2,son,Eliab_4,explicit,1CH 6:27,
Jeroham_2:Elkanah_4:2717,2717,Jeroham_2,father,Elkanah_4,inferred,1CH 6:27,
Elkanah_4:Jeroham_2:2718,2718,Elkanah_4,son,Jeroham_2,explicit,1CH 6:27,
Mahli_1:Libni_2:2719,2719,Mahli_1,father,Libni_2,inferred,1CH 6:29,
Libni_2:Mahli_1:2720,2720,Libni_2,son,Mahli_1,explicit,1CH 6:29,
Libni_2:Shimei_7:2721,2721,Libni_2,father,Shimei_7,inferred,1CH 6:29,
Shimei_7:Libni_2:2722,2722,Shimei_7,son,Libni_2,explicit,1CH 6:29,
Shimei_7:Uzzah_2:2723,2723,Shimei_7,father,Uzzah_2,inferred,1CH 6:29,
Uzzah_2:Shimei_7:2724,2724,Uzzah_2,son,Shimei_7,explicit,1CH 6:29,
Uzzah_2:Shimea_1:2725,2725,Uzzah_2,father,Shimea_1,inferred,1CH 6:30,
Shimea_1:Uzzah_2:2726,2726,Shimea_1,son,Uzzah_2,explicit,1CH 6:30,
Shimea_1:Haggiah_1:2727,2727,Shimea_1,father,Haggiah_1,inferred,1CH 6:30,
Haggiah_1:Shimea_1:2728,2728,Haggiah_1,son,Shimea_1,explicit,1CH 6:30,
Haggiah_1:Asaiah_3:2729,2729,Haggiah_1,father,Asaiah_3,inferred,1CH 6:30,
Asaiah_3:Haggiah_1:2730,2730,Asaiah_3,son,Haggiah_1,explicit,1CH 6:30,
Joel_1:Heman_3:2731,2731,Joel_1,father,Heman_3,inferred,1CH 6:33,
Heman_3:Joel_1:2732,2732,Heman_3,son,Joel_1,explicit,1CH 6:33,
Mahath_1:Elkanah_5:2733,2733,Mahath_1,father,Elkanah_5,inferred,1CH 6:35,
Elkanah_5:Mahath_1:2734,2734,Elkanah_5,son,Mahath_1,explicit,1CH 6:35,
Amasai_1:Mahath_1:2735,2735,Amasai_1,father,Mahath_1,inferred,1CH 6:35,
Mahath_1:Amasai_1:2736,2736,Mahath_1,son,Amasai_1,explicit,1CH 6:35,
Joel_5:Elkanah_6:2737,2737,Joel_5,father,Elkanah_6,inferred,1CH 6:36,
Elkanah_6:Joel_5:2738,2738,Elkanah_6,son,Joel_5,explicit,1CH 6:36,
Azariah_8:Joel_5:2739,2739,Azariah_8,father,Joel_5,inferred,1CH 6:36,
Joel_5:Azariah_8:2740,2740,Joel_5,son,Azariah_8,explicit,1CH 6:36,
Zephaniah_2:Azariah_8:2741,2741,Zephaniah_2,father,Azariah_8,inferred,1CH 6:36,
Azariah_8:Zephaniah_2:2742,2742,Azariah_8,son,Zephaniah_2,explicit,1CH 6:36,
Tahath_2:Zephaniah_2:2743,2743,Tahath_2,father,Zephaniah_2,inferred,1CH 6:37,
Zephaniah_2:Tahath_2:2744,2744,Zephaniah_2,son,Tahath_2,explicit,1CH 6:37,
Assir_3:Tahath_2:2745,2745,Assir_3,father,Tahath_2,inferred,1CH 6:37,
Tahath_2:Assir_3:2746,2746,Tahath_2,son,Assir_3,explicit,1CH 6:37,
Abiasaph_1:Assir_3:2747,2747,Abiasaph_1,father,Assir_3,inferred,1CH 6:37,
Assir_3:Abiasaph_1:2748,2748,Assir_3,son,Abiasaph_1,explicit,1CH 6:37,
Berechiah_2:Asaph_2:2749,2749,Berechiah_2,father,Asaph_2,inferred,1CH 6:39,
Asaph_2:Berechiah_2:2750,2750,Asaph_2,son,Berechiah_2,explicit,1CH 6:39,
Shimea_2:Berechiah_2:2751,2751,Shimea_2,father,Berechiah_2,inferred,1CH 6:39,
Berechiah_2:Shimea_2:2752,2752,Berechiah_2,son,Shimea_2,explicit,1CH 6:39,
Michael_3:Shimea_2:2753,2753,Michael_3,father,Shimea_2,inferred,1CH 6:40,
Shimea_2:Michael_3:2754,2754,Shimea_2,son,Michael_3,explicit,1CH 6:40,
Baaseiah_1:Michael_3:2755,2755,Baaseiah_1,father,Michael_3,inferred,1CH 6:40,
Michael_3:Baaseiah_1:2756,2756,Michael_3,son,Baaseiah_1,explicit,1CH 6:40,
Malchijah_1:Baaseiah_1:2757,2757,Malchijah_1,father,Baaseiah_1,inferred,1CH 6:40,
Baaseiah_1:Malchijah_1:2758,2758,Baaseiah_1,son,Malchijah_1,explicit,1CH 6:40,
Ethni_1:Malchijah_1:2759,2759,Ethni_1,father,Malchijah_1,inferred,1CH 6:41,
Malchijah_1:Ethni_1:2760,2760,Malchijah_1,son,Ethni_1,explicit,1CH 6:41,
Zerah_5:Ethni_1:2761,2761,Zerah_5,father,Ethni_1,inferred,1CH 6:41,
Ethni_1:Zerah_5:2762,2762,Ethni_1,son,Zerah_5,explicit,1CH 6:41,
Adaiah_2:Zerah_5:2763,2763,Adaiah_2,father,Zerah_5,inferred,1CH 6:41,
Zerah_5:Adaiah_2:2764,2764,Zerah_5,son,Adaiah_2,explicit,1CH 6:41,
Ethan_3:Adaiah_2:2765,2765,Ethan_3,father,Adaiah_2,inferred,1CH 6:42,
Adaiah_2:Ethan_3:2766,2766,Adaiah_2,son,Ethan_3,explicit,1CH 6:42,
Zimmah_2:Ethan_3:2767,2767,Zimmah_2,father,Ethan_3,inferred,1CH 6:42,
Ethan_3:Zimmah_2:2768,2768,Ethan_3,son,Zimmah_2,explicit,1CH 6:42,
Shimei_8:Zimmah_2:2769,2769,Shimei_8,father,Zimmah_2,inferred,1CH 6:42,
Zimmah_2:Shimei_8:2770,2770,Zimmah_2,son,Shimei_8,explicit,1CH 6:42,
Jahath_3:Shimei_8:2771,2771,Jahath_3,father,Shimei_8,inferred,1CH 6:43,
Shimei_8:Jahath_3:2772,2772,Shimei_8,son,Jahath_3,explicit,1CH 6:43,
Gershon_1:Jahath_3:2773,2773,Gershon_1,father,Jahath_3,inferred,1CH 6:43,
Jahath_3:Gershon_1:2774,2774,Jahath_3,son,Gershon_1,explicit,1CH 6:43,
Kishi_1:Ethan_4:2775,2775,Kishi_1,father,Ethan_4,inferred,1CH 6:44,
Ethan_4:Kishi_1:2776,2776,Ethan_4,son,Kishi_1,explicit,1CH 6:44,
Abdi_1:Kishi_1:2777,2777,Abdi_1,father,Kishi_1,inferred,1CH 6:44,
Kishi_1:Abdi_1:2778,2778,Kishi_1,son,Abdi_1,explicit,1CH 6:44,
Malluch_1:Abdi_1:2779,2779,Malluch_1,father,Abdi_1,inferred,1CH 6:44,
Abdi_1:Malluch_1:2780,2780,Abdi_1,son,Malluch_1,explicit,1CH 6:44,
Hashabiah_1:Malluch_1:2781,2781,Hashabiah_1,father,Malluch_1,inferred,1CH 6:45,
Malluch_1:Hashabiah_1:2782,2782,Malluch_1,son,Hashabiah_1,explicit,1CH 6:45,
Amaziah_3:Hashabiah_1:2783,2783,Amaziah_3,father,Hashabiah_1,inferred,1CH 6:45,
Hashabiah_1:Amaziah_3:2784,2784,Hashabiah_1,son,Amaziah_3,explicit,1CH 6:45,
Hilkiah_4:Amaziah_3:2785,2785,Hilkiah_4,father,Amaziah_3,inferred,1CH 6:45,
Amaziah_3:Hilkiah_4:2786,2786,Amaziah_3,son,Hilkiah_4,explicit,1CH 6:45,
Amzi_1:Hilkiah_4:2787,2787,Amzi_1,father,Hilkiah_4,inferred,1CH 6:46,
Hilkiah_4:Amzi_1:2788,2788,Hilkiah_4,son,Amzi_1,explicit,1CH 6:46,
Bani_2:Amzi_1:2789,2789,Bani_2,father,Amzi_1,inferred,1CH 6:46,
Amzi_1:Bani_2:2790,2790,Amzi_1,son,Bani_2,explicit,1CH 6:46,
Shemer_2:Bani_2:2791,2791,Shemer_2,father,Bani_2,inferred,1CH 6:46,
Bani_2:Shemer_2:2792,2792,Bani_2,son,Shemer_2,explicit,1CH 6:46,
Mahli_2:Shemer_2:2793,2793,Mahli_2,father,Shemer_2,inferred,1CH 6:47,
Shemer_2:Mahli_2:2794,2794,Shemer_2,son,Mahli_2,explicit,1CH 6:47,
Mushi_1:Mahli_2:2795,2795,Mushi_1,father,Mahli_2,inferred,1CH 6:47,
Mahli_2:Mushi_1:2796,2796,Mahli_2,son,Mushi_1,explicit,1CH 6:47,
Tola_1:Uzzi_2:2797,2797,Tola_1,father,Uzzi_2,inferred,1CH 7:2,
Uzzi_2:Tola_1:2798,2798,Uzzi_2,son,Tola_1,explicit,1CH 7:2,
Tola_1:Rephaiah_3:2799,2799,Tola_1,father,Rephaiah_3,inferred,1CH 7:2,
Rephaiah_3:Tola_1:2800,2800,Rephaiah_3,son,Tola_1,explicit,1CH 7:2,
Tola_1:Jeriel_1:2801,2801,Tola_1,father,Jeriel_1,inferred,1CH 7:2,
Jeriel_1:Tola_1:2802,2802,Jeriel_1,son,Tola_1,explicit,1CH 7:2,
Tola_1:Jahmai_1:2803,2803,Tola_1,father,Jahmai_1,inferred,1CH 7:2,
Jahmai_1:Tola_1:2804,2804,Jahmai_1,son,Tola_1,explicit,1CH 7:2,
Tola_1:Ibsam_1:2805,2805,Tola_1,father,Ibsam_1,inferred,1CH 7:2,
Ibsam_1:Tola_1:2806,2806,Ibsam_1,son,Tola_1,explicit,1CH 7:2,
Tola_1:Samuel_3:2807,2807,Tola_1,father,Samuel_3,inferred,1CH 7:2,
Samuel_3:Tola_1:2808,2808,Samuel_3,son,Tola_1,explicit,1CH 7:2,
Uzzi_2:Izrahiah_1:2809,2809,Uzzi_2,father,Izrahiah_1,inferred,1CH 7:3,
Izrahiah_1:Uzzi_2:2810,2810,Izrahiah_1,son,Uzzi_2,explicit,1CH 7:3,
Izrahiah_1:Michael_4:2811,2811,Izrahiah_1,father,Michael_4,inferred,1CH 7:3,
Michael_4:Izrahiah_1:2812,2812,Michael_4,son,Izrahiah_1,explicit,1CH 7:3,
Izrahiah_1:Obadiah_3:2813,2813,Izrahiah_1,father,Obadiah_3,inferred,1CH 7:3,
Obadiah_3:Izrahiah_1:2814,2814,Obadiah_3,son,Izrahiah_1,explicit,1CH 7:3,
Izrahiah_1:Joel_6:2815,2815,Izrahiah_1,father,Joel_6,inferred,1CH 7:3,
Joel_6:Izrahiah_1:2816,2816,Joel_6,son,Izrahiah_1,explicit,1CH 7:3,
Izrahiah_1:Isshiah_1:2817,2817,Izrahiah_1,father,Isshiah_1,inferred,1CH 7:3,
Isshiah_1:Izrahiah_1:2818,2818,Isshiah_1,son,Izrahiah_1,explicit,1CH 7:3,
Bela_2:Ezbon_2:2819,2819,Bela_2,father,Ezbon_2,inferred,1CH 7:7,
Ezbon_2:Bela_2:2820,2820,Ezbon_2,son,Bela_2,explicit,1CH 7:7,
Bela_2:Uzzi_3:2821,2821,Bela_2,father,Uzzi_3,inferred,1CH 7:7,
Uzzi_3:Bela_2:2822,2822,Uzzi_3,son,Bela_2,explicit,1CH 7:7,
